Round Name,Battle ID,Team 1 ID,Team 2 ID
round4,44ea91ff-54b7-4ee0-8941-a408b61cd068,171707,180250
round4,46993fc1-7c5b-48dc-9432-b301abb817c1,170792,172994
round4,4833a4aa-3eb8-44d2-ab8c-335498bdae3e,182141,180358
round4,49f6736b-b098-49c4-908c-546f1952bb92,180222,172599
round4,4ca2c42f-d16a-4709-8337-ee0664b19cd0,181874,174237
round4,5055b9d4-4500-4d4b-88fc-e86df8e656d6,172364,172272
round4,50c19cf2-c27e-47ca-aba4-318661b6b660,182217,179515
round4,5236c9d4-668e-4060-bc07-a6ba3b76539b,178264,178587
round4,535a05c4-26ef-4654-805e-7ae980ce867c,172986,179294
round4,537b43a2-ffe8-4471-8eb3-72f690820570,172993,171915
round4,538437ef-2a3f-4cdb-9b6d-52c7b8651f11,181189,172430
round4,5c92dc45-57bd-49e9-ac73-c8878b043790,181535,172274
round4,5d3fefd7-0f8f-46b2-8f82-56939180d0d9,181546,180354
round4,60d26008-ef55-4aad-8a92-1af5b82f73f3,181501,173150
round4,64263a52-e95d-4857-8b05-66e9365537e1,171241,171921
round4,64aba7e2-7770-4ee2-8542-5085880da66f,182124,174848
round4,651e3825-6865-41ac-919c-4eb5bb2066d7,181531,172273
round4,6c6cb511-2742-4627-911b-322e89f1f549,182274,177773
round4,6d5d6431-5f30-4a56-8c66-a3ee43a2ffe8,174972,181847
round4,71c3fb95-b4bb-4c56-8bf4-530e60aaef79,171224,180360
round4,7316d5b4-0e52-4f5d-8b0b-6ab4ffcfc0a4,175444,181694
round4,73e450cf-e5c0-45d7-be0d-161ce1840683,176064,172347
round4,76532d91-8c82-4767-998e-68394fbe9214,172997,171250
round4,7e8cb68d-fb96-47f5-a46a-3b49a35a8308,182278,182470
round4,7e8d0465-5b11-43fa-8e93-ccc06bb56443,173215,181460
round4,7fb522f3-24c7-4701-b57b-62d5fcbe70da,169592,180973
round4,80d9af9d-ceba-485f-a862-f4ca1c12346d,178142,178727
round4,811f1c9b-3d04-409d-a447-82bc02b7eb6c,181483,169625
round4,82193b10-72af-47a2-b8f4-8bb9d46c14b9,179504,173034
round4,83cda5cd-1a19-443e-bb55-ade533fb0d3a,180228,181437
round4,88e3420a-06de-493b-90ae-6be76fc8ce68,169947,182119
round4,89545078-c1e5-4915-8cea-9ab6cdb20ed0,181264,171533
round4,89f319c4-e397-4a31-9837-04af27b5a4f2,171297,182432
round4,8b1493b2-e7fd-438c-a281-f7149cfda1d0,171470,171310
round4,8c58153a-b9b7-430e-af2e-8276f5922291,181112,171475
round4,929c4640-2e4c-4c68-ac61-aad15070b040,180219,181348
round4,961fd34f-97f7-44c2-88a1-7046525238d2,171535,172080
round4,96494084-9597-44fb-a5a8-057387bcea11,172194,171247
round4,965b0522-1ed5-4a8b-8d8e-f27673dcb6b6,180278,179461
round4,99fc95c9-c5bc-4513-933b-2a7a0a2387d6,178100,171469
round4,9b1bff1b-8ba3-4679-92bc-3e43ea2ca071,169613,177426
round4,9b333bc1-600c-4348-b88f-3fe429af3db5,175813,169949
round4,9dcec549-7896-46c9-8a5a-9116c10eb9ed,172811,180955
round4,9f0c0882-b312-4a2b-9b82-6efd68c6cbe7,181143,174071
round4,a3420c73-a8f0-44d4-a877-74133d7efd3c,182277,181613
round4,a4c34771-91ba-4cd7-9d7f-d5f7a68d4efd,181397,172990
round4,a4d44e1d-0204-4387-a354-fdb48158a637,172616,181243
round4,a86f4b73-6895-41df-b04c-d7d1f6b70a1e,172309,171710
round4,b20ccc2a-5abf-4c09-96d2-54037bb77266,182120,170090
round4,b613549d-2d5d-4c3d-86da-8efc1fc85199,182052,180192
round4,b691e4af-36d2-49d2-a2ab-6d1a76a35684,180217,174954
round4,b7960b7b-424f-4329-b5f2-1a5191063608,178198,180926
round4,bb2a7f35-a69c-47bf-abfc-dee63c07c5ab,175468,178361
round4,bc943062-7a02-4597-adf9-267754400464,169878,171364
round4,be35dd47-0a0a-4e46-810d-ffb1c8b1df60,178211,176077
round4,bf1d7a89-06f5-4bf4-88f8-c9ba782fe00c,181427,180069
round4,c0295b24-0c9c-4975-ac13-327d113ed550,176168,179649
round4,c0b08a82-5c20-44d6-9eb6-e74df47f99b6,180261,178418
round4,c2bea29f-ae30-44bb-92d6-c2d3bd08029f,181514,175517
round4,c2c9d3fc-faf3-492f-aca2-83c036ce1489,171242,179844
round4,c62b175f-2349-4a9d-b89c-ec60f5c7d600,180227,181441
round4,c92b60bb-28b9-49ca-9b8e-46608b3854f2,171534,178359
round4,c9a5cf1f-6e54-4fda-a622-ab40d5e2b47b,171728,170544
round4,ca77ef4c-edd5-43bf-a3a3-7a09015b09ce,182138,171225
round4,cb0f1d1b-bc41-46d1-9653-b8b064631dab,178360,170076
round4,ccc52271-9b91-465e-b2bf-22e11c457da2,169635,171221
round4,d002254c-2fb5-42de-8163-0fbb6bc1fd7f,180275,172081
round4,d07e24c9-d2f7-4cbb-a357-d056bf5cb2c5,171702,181334
round4,d09b5878-7a34-4daa-85b3-c87b1cb40f94,171734,180188
round4,d0b263dc-fb8c-41ad-a344-7d1952aeebe1,179528,182146
round4,d1bccc67-dd0d-4b86-a9e6-199d64313c88,170348,178144
round4,d4aaaa3b-2280-4d88-b6e2-aeea186a9ff9,179798,181579
round4,d55ac0f4-986d-4a6a-90e0-60a5c69c89d7,177909,180319
round4,d6217a37-ad32-4784-b913-d1efd44fc188,177774,177776
round4,d7f74e20-5a6f-424d-82de-13e6c1457b09,172602,180590
round4,da6b9813-2141-4b54-90df-3da0ff178eca,174235,175478
round4,dbc197f1-be72-4b5b-aea3-79d10b9e4327,174968,172989
round4,dda2ab88-44f0-43b9-b894-93151dd3ae11,171927,179550
round4,df9e6785-d53f-4aa8-a52d-928dd7c7215b,175111,180109
round4,e032d652-514a-4f1d-a09a-1168ec377faa,180364,176082
round4,e07b1050-8fc5-4ea0-9335-6b664e54cbc1,178123,181432
round4,e0ba4b63-3063-4e6d-a53b-f8b1d9047171,178702,169636
round4,e42a6a90-6fd3-4b94-b2ef-9ddf6fe023e8,182458,170784
round4,e4d98ca4-37b7-4f28-a6dd-498b1933e97c,174239,177584
round4,e5b7361a-bc70-4177-9599-67e384156ca5,181463,170623
round4,e6fc924e-9e0f-4280-856d-4cfb6e7766bb,171715,181953
round4,e8836993-a2e4-4141-afdf-75c8a6604415,170781,170436
round4,e89f7510-d1e2-47d2-88b7-833dd4de1a0f,181102,179795
round4,eaa8e923-1fd6-4d64-8e4e-a1fcd10ccf19,176167,180218
round4,eb2c7ef8-806a-4d00-aced-376858b3ecfb,175217,177772
round4,ecf4da03-e0c9-4560-be07-63144650c74e,181078,170334
round4,ed98fdba-a9cf-4946-8c54-7ab4cf928181,170790,179638
round4,eecd6392-5094-4897-8f90-bb1b0192304f,178101,175473
round4,f309f7e2-d66f-4b9f-9b64-7be63af2d616,181484,169841
round4,f3ccc1a9-affd-48eb-aa28-1f373a7ad0c2,177374,181491
round4,f8f98ef3-a545-4ce3-ac4f-9480f1440cab,170756,171837
round4,fbfd9199-c13d-40a5-b025-2767baf37517,173041,172300
round4,fdeb0bf6-7986-4466-92af-c5ceaedb29c4,170800,181400
